,Flight Path ID,Mission ID,Current Speed (meters / s),AGL (meters),Current Roll (degrees),Current Yaw (degrees),GPS Speed (meters / s),Pressure Altitude (meters),Current Pitch (degrees),Airborn,Time (s)
303,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.1
304,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.133
305,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.167
306,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.2
307,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.232999999999999
308,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.267000000000001
309,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.3
310,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.333
311,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.367
312,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.4
313,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.433
314,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.467
315,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.5
316,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.533
317,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.567
318,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.6
319,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.633
320,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.667
